"","language","target","observations_per_class","top_k_words","classifier","hidden_layers","hidden_units","dropout_rate","learning_rate","epochs","Accuracy","Precision","Recall","F1"
"195","de","d_fr_lab",3611,10000,"MLP",2,16,0.2,1e-04,100,0.722934067249298,0.723073743012855,0.72293173489311,0.723002731979874
"196","de","d_fr_lab",3611,10000,"MLP",2,32,0.2,0.01,100,0.809618810812632,0.814975295656052,0.809612067100613,0.812284828600945
"197","de","d_fr_lab",3611,10000,"MLP",2,32,0.2,0.001,100,0.781369884808858,0.791778415513737,0.781359401422616,0.786534405497915
"198","de","d_fr_lab",3611,10000,"MLP",2,32,0.2,1e-04,100,0.729441006978353,0.729983580819436,0.729441277757986,0.729712328532372
"199","de","d_fr_lab",3611,10000,"MLP",2,64,0.2,0.01,100,0.807265440622965,0.816644959979844,0.807255578293101,0.811923124466469
"200","de","d_fr_lab",3611,10000,"MLP",2,64,0.2,0.001,100,0.792448977629344,0.801869829673518,0.792438776628013,0.797126408688804
"201","de","d_fr_lab",3611,10000,"MLP",2,64,0.2,1e-04,100,0.734287142753601,0.73588434543695,0.734283017078934,0.7350828091625
"202","de","d_fr_lab",3611,10000,"MLP",2,128,0.2,0.01,100,0.803942839304606,0.811937550971743,0.803934699979472,0.807916307812433
"203","de","d_fr_lab",3611,10000,"MLP",2,128,0.2,0.001,100,0.794386426607768,0.804912861002272,0.794375150164456,0.799609289087984
"204","de","d_fr_lab",3611,10000,"MLP",2,128,0.2,1e-04,100,0.735810339450836,0.739775999546628,0.735806639731421,0.737785980792889
"205","de","d_fr_lab",3611,10000,"MLP",3,16,0.2,0.01,100,0.808926860491435,0.81851791861987,0.808916707861207,0.813688991596605
"206","de","d_fr_lab",3611,10000,"MLP",3,16,0.2,0.001,100,0.798957725365957,0.808366324973597,0.798949700315472,0.803630428517158
"207","de","d_fr_lab",3611,10000,"MLP",3,16,0.2,1e-04,100,0.734426021575928,0.73559110171069,0.734433411672001,0.735011800832884
"208","de","d_fr_lab",3611,10000,"MLP",3,32,0.2,0.01,100,0.791894853115082,0.804059361543186,0.791878392796156,0.797922391647534
"209","de","d_fr_lab",3611,10000,"MLP",3,32,0.2,0.001,100,0.798402448495229,0.807616833600248,0.798392538402977,0.802978195613895
"210","de","d_fr_lab",3611,10000,"MLP",3,32,0.2,1e-04,100,0.742456992467245,0.746531184212859,0.742451848415138,0.744485928278344
"211","de","d_fr_lab",3611,10000,"MLP",3,64,0.2,0.01,100,0.803387721379598,0.813664757955218,0.803371094228254,0.808485162590302
"212","de","d_fr_lab",3611,10000,"MLP",3,64,0.2,0.001,100,0.806572397549947,0.813142179290301,0.806562405356119,0.809838927717888
"213","de","d_fr_lab",3611,10000,"MLP",3,64,0.2,1e-04,100,0.756304403146108,0.766023415472783,0.756296205775705,0.761128733507727
"214","de","d_fr_lab",3611,10000,"MLP",3,128,0.2,0.01,100,0.808788001537323,0.818092841097845,0.808776899574615,0.81340819740591
"215","de","d_fr_lab",3611,10000,"MLP",3,128,0.2,0.001,100,0.806988179683685,0.816422958600425,0.806976882268305,0.811672438493125
"216","de","d_fr_lab",3611,10000,"MLP",3,128,0.2,1e-04,100,0.774169365564982,0.784501651684805,0.774161403431252,0.77929722869735
"217","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"218","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.001,100,0.966666638851166,0.966897233201581,0.966666666666667,0.966781936187248
"219","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,1e-04,100,0.961111128330231,0.961168045437708,0.961111111111111,0.961139577431265
"220","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.01,100,0.977777779102325,0.977777777777778,0.977777777777778,0.977777777777778
"221","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.001,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"222","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,1e-04,100,0.966666638851166,0.966666666666667,0.966666666666667,0.966666666666667
"223","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"224","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.001,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"225","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,1e-04,100,0.949999988079071,0.951393188854489,0.95,0.950696084018562
"226","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"227","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.001,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"228","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,1e-04,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"229","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"230","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.001,100,0.966666638851166,0.966666666666667,0.966666666666667,0.966666666666667
"231","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,1e-04,100,0.938888907432556,0.941560054651596,0.938888888888889,0.940222574583255
"232","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"233","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.001,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"234","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,1e-04,100,0.955555558204651,0.956457199406234,0.955555555555556,0.956006164887744
"235","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.01,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"236","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.001,100,0.972222208976746,0.972280528460304,0.972222222222222,0.972251374467102
"237","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,1e-04,100,0.966666638851166,0.966666666666667,0.966666666666667,0.966666666666667
"238","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.01,100,0.966666638851166,0.966897233201581,0.966666666666667,0.966781936187248
"239","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.001,100,0.977777779102325,0.977777777777778,0.977777777777778,0.977777777777778
"240","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,1e-04,100,0.961111128330231,0.961624026696329,0.961111111111111,0.961367500490138
"241","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.01,100,0.974937915802002,0.975387576058109,0.975,0.97519374951999
"242","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.001,100,0.969351321458816,0.969469435059323,0.96938202247191,0.96942572679513
"243","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,1e-04,100,0.941511482000351,0.942683288320927,0.941448189762796,0.942065334221798
"244","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.01,100,0.977715700864792,0.977806221556222,0.977746566791511,0.977776393263973
"245","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.001,100,0.974937915802002,0.975387576058109,0.975,0.97519374951999
"246","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,1e-04,100,0.944289237260818,0.945773735025925,0.944225967540574,0.944999217530719
"247","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.01,100,0.974937915802002,0.975057596897485,0.974968789013733,0.97501319093337
"248","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.001,100,0.974937915802002,0.975387576058109,0.975,0.97519374951999
"249","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,1e-04,100,0.952607065439224,0.952932624596792,0.952652933832709,0.952792758689059
"250","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.01,100,0.974937915802002,0.975057596897485,0.974968789013733,0.97501319093337
"251","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.001,100,0.974937915802002,0.975387576058109,0.975,0.97519374951999
"252","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,1e-04,100,0.955384850502014,0.955624272226154,0.955430711610487,0.955527482115957
"253","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.01,100,0.97214463353157,0.972842391889726,0.972222222222222,0.972532208187686
"254","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.001,100,0.974937915802002,0.975387576058109,0.975,0.97519374951999
"255","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,1e-04,100,0.955384850502014,0.956846826965882,0.955274656679151,0.956060095493444
"256","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.01,100,0.97214463353157,0.972188953368729,0.972159800249688,0.972174376590651
"257","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.001,100,0.974937915802002,0.975057596897485,0.974968789013733,0.97501319093337
"258","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,1e-04,100,0.905369311571121,0.919289533995416,0.90518102372035,0.912180728768998
"259","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.01,100,0.966558039188385,0.966628525968414,0.966541822721598,0.966585172400673
"260","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.001,100,0.97214463353157,0.97239713579437,0.972191011235955,0.972294062590656
"261","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,1e-04,100,0.921927362680435,0.927718226804712,0.922159800249688,0.924930662677761
"262","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.01,100,0.974937915802002,0.975057596897485,0.974968789013733,0.97501319093337
"263","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.001,100,0.977715700864792,0.977806221556222,0.977746566791511,0.977776393263973
"264","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,1e-04,100,0.958209186792374,0.958869027601728,0.958270911360799,0.958569876180031
"265","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.01,100,0.975843171278636,0.976218950267253,0.975842696629214,0.976030787187391
"266","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,0.001,100,0.973980963230133,0.974544436505528,0.97401165210154,0.974277971465184
"267","ro","d_fr_wel",269,10000,"MLP",2,16,0.2,1e-04,100,0.94046139717102,0.945326437498046,0.940699126092384,0.943007105305124
"268","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.01,100,0.972118775049845,0.972814950771138,0.972097378277154,0.972456032150497
"269","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,0.001,100,0.975843151410421,0.976241225951116,0.975863503953392,0.976052328408644
"270","ro","d_fr_wel",269,10000,"MLP",2,32,0.2,1e-04,100,0.944237530231476,0.945335534006415,0.944298793175198,0.94481687918881
"271","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.01,100,0.975843151410421,0.976021239844033,0.975842696629214,0.975931960070665
"272","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,0.001,100,0.970256567001343,0.971081274598472,0.970245526425302,0.970663220615589
"273","ro","d_fr_wel",269,10000,"MLP",2,64,0.2,1e-04,100,0.931212504704793,0.935348293821444,0.931398252184769,0.933369093852765
"274","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.01,100,0.970256567001343,0.970861288491389,0.970224719101124,0.970542899416392
"275","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,0.001,100,0.970256567001343,0.971081274598472,0.970245526425302,0.970663220615589
"276","ro","d_fr_wel",269,10000,"MLP",2,128,0.2,1e-04,100,0.953507125377655,0.954876045263841,0.953620474406991,0.954247846824923
"277","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.01,100,0.972118775049845,0.972352858968333,0.972097378277154,0.972225101838981
"278","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,0.001,100,0.960955917835236,0.9617026940471,0.96090303786933,0.961302699660468
"279","ro","d_fr_wel",269,10000,"MLP",3,16,0.2,1e-04,100,0.895768662293752,0.920699635738356,0.896275488972118,0.908323405197237
"280","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.01,100,0.972118775049845,0.972826160705018,0.972097378277154,0.97246163295003
"281","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,0.001,100,0.970256567001343,0.971081274598472,0.970245526425302,0.970663220615589
"282","ro","d_fr_wel",269,10000,"MLP",3,32,0.2,1e-04,100,0.951665639877319,0.952169195511617,0.951643778610071,0.951906414558207
"283","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.01,100,0.970256567001343,0.970480199792303,0.970224719101124,0.97035244263056
"284","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,0.001,100,0.972108423709869,0.97291369103763,0.972097378277154,0.972505363355919
"285","ro","d_fr_wel",269,10000,"MLP",3,64,0.2,1e-04,100,0.951665639877319,0.952002570438766,0.951664585934249,0.951833548182963
"286","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.01,100,0.970256567001343,0.970363905757164,0.97026633374948,0.970315117300434
"287","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,0.001,100,0.970246235529582,0.970920064195137,0.970224719101124,0.970572267106982
"288","ro","d_fr_wel",269,10000,"MLP",3,128,0.2,1e-04,100,0.957221170266469,0.957872792275512,0.957282563462339,0.957577586918066
"289","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.01,100,0.726085305213928,0.75982155574094,0.726154464662064,0.742606620123146
"290","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.001,100,0.746446430683136,0.762725814063237,0.746494189156161,0.754522716241574
"291","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,1e-04,100,0.724932789802551,0.724997342687075,0.724935976225307,0.724966658157565
"292","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.01,100,0.726853609085083,0.748361652524302,0.72691011640579,0.737479923912036
"293","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.001,100,0.744141399860382,0.760696777983243,0.744189746514261,0.752352729812092
"294","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,1e-04,100,0.731847882270813,0.740010644395316,0.731883249444183,0.735924508295278
"295","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.01,100,0.72147524356842,0.74271568669303,0.721532001260994,0.731970608792769
"296","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.001,100,0.734152913093567,0.756478087443352,0.7342095351443,0.74517748254259
"297","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,1e-04,100,0.737226247787476,0.745292173906675,0.737261069412516,0.741254869105451
"298","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.01,100,0.718401849269867,0.743388712403728,0.718463346757959,0.730713534120485
"299","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.001,100,0.737226247787476,0.753524498338518,0.737274942706249,0.745311161306779
"300","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,1e-04,100,0.737610459327698,0.74975524562296,0.737652768578111,0.743654770458934
"301","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,0.01,100,0.733768701553345,0.748910244082701,0.73381606491993,0.741286325000411
"302","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,0.001,100,0.742604672908783,0.760823587641426,0.742655419262744,0.751629730605002
"303","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,1e-04,100,0.733768701553345,0.743254755514062,0.733806619273134,0.738500469529956
"304","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,0.01,100,0.698040723800659,0.755688726767413,0.698131887204809,0.725770967734557
"305","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,0.001,100,0.736457943916321,0.753127606338616,0.736507188727565,0.744724677397094
"306","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,1e-04,100,0.730695366859436,0.746240156240156,0.730743573122884,0.738410569240163
"307","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,0.01,100,0.712639272212982,0.731783003088008,0.712694417976955,0.722112583922184
"308","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,0.001,100,0.724548578262329,0.754882264277341,0.724614824234224,0.739438939751023
"309","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,1e-04,100,0.740683853626251,0.753905067902042,0.740727621786857,0.747258255292643
"310","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,0.01,100,0.689973115921021,0.75031137752484,0.690067371075777,0.71892951805883
"311","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,0.001,100,0.709181725978851,0.756082892046727,0.709263877131026,0.731925431884512
"312","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,1e-04,100,0.739531338214874,0.75473794422935,0.739578204642299,0.747081177152569
"313","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.01,100,0.780253529548645,0.795608097811456,0.780279939453404,0.787869472588202
"314","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.001,100,0.770457178354263,0.783072364534475,0.770467683490544,0.776718889835305
"315","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,1e-04,100,0.734921246767044,0.73545871882003,0.734912497889488,0.735185506898303
"316","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.01,100,0.781406074762344,0.796125466638011,0.781439392597683,0.788714070852927
"317","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.001,100,0.768920451402664,0.783050345357043,0.768935127297801,0.775928547781727
"318","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,1e-04,100,0.741644233465195,0.745019955648351,0.74165447587877,0.743333406437914
"319","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.01,100,0.773722618818283,0.78977952479025,0.773755506516906,0.78168540391432
"320","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.001,100,0.769496738910675,0.781352178832532,0.769509097928924,0.775385418809064
"321","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,1e-04,100,0.746254324913025,0.750918399892214,0.746259081103866,0.748581490438562
"322","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.01,100,0.776219755411148,0.779771630505634,0.77623808815386,0.778000847169218
"323","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.001,100,0.777372270822525,0.787562721800868,0.777385143886718,0.782440838101639
"324","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,1e-04,100,0.750672280788422,0.758261191207236,0.750678610687041,0.754450849316559
"325","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,0.01,100,0.764694601297379,0.786369269672519,0.764717941179596,0.77539249205789
"326","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,0.001,100,0.777180165052414,0.787200991823367,0.777190327421539,0.782163630103837
"327","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,1e-04,100,0.729542821645737,0.744460238109275,0.729575412272965,0.736942671635601
"328","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,0.01,100,0.772954285144806,0.785525354486333,0.772990556714615,0.779207548301438
"329","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,0.001,100,0.780829817056656,0.791294617796421,0.78085184384929,0.78603854845376
"330","de","d_fr_wel",3904,10000,"MLP",3,32,0.2,1e-04,100,0.754321962594986,0.7626369379096,0.754330829056226,0.758461143565234
"331","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,0.01,100,0.754129856824875,0.78487573693742,0.754149443120086,0.76920586823369
"332","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,0.001,100,0.780253559350967,0.791594325732557,0.780275659394699,0.78589424103555
"333","de","d_fr_wel",3904,10000,"MLP",3,64,0.2,1e-04,100,0.762389540672302,0.773227634411981,0.762399772832195,0.767775529457627
"334","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,0.01,100,0.772954285144806,0.790734307463598,0.772993508479239,0.781763271548188
"335","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,0.001,100,0.773338437080383,0.785793047973038,0.773369710880559,0.779531885137752
"336","de","d_fr_wel",3904,10000,"MLP",3,128,0.2,1e-04,100,0.76738378405571,0.7792065054159,0.767396962752273,0.773256646477342
"337","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.01,100,0.782914698123932,0.795501361548571,0.78292191638005,0.789161512219805
"338","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,0.001,100,0.771645843982697,0.784837214246969,0.771655129202673,0.778190351544643
"339","de","d_fr_wel",3904,10000,"MLP",2,16,0.2,1e-04,100,0.730660458405813,0.739164973005066,0.730642229204129,0.734878891346138
"340","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.01,100,0.78586357831955,0.79365177054526,0.78587968292538,0.789746605449119
"341","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,0.001,100,0.772542218367259,0.784710019912394,0.772550497805265,0.778582786397995
"342","de","d_fr_wel",3904,10000,"MLP",2,32,0.2,1e-04,100,0.743724962075551,0.745322467074115,0.743727008213383,0.74452388290755
"343","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.01,100,0.782534559567769,0.80414346488283,0.782554224900063,0.793201968997559
"344","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,0.001,100,0.781892279783885,0.7930375491623,0.78190080260448,0.78742980065205
"345","de","d_fr_wel",3904,10000,"MLP",2,64,0.2,1e-04,100,0.74667090177536,0.752323034365657,0.746675821072687,0.749488790280104
"346","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.01,100,0.780998011430105,0.791743301575468,0.781013600550681,0.786341850847261
"347","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,0.001,100,0.783813536167145,0.793985255079302,0.78382368047266,0.788871745943774
"348","de","d_fr_wel",3904,10000,"MLP",2,128,0.2,1e-04,100,0.749744395414988,0.757096070995085,0.749750182320662,0.75340522102208
"349","de","d_fr_wel",3904,10000,"MLP",3,16,0.2,0.01,100,0.773312310377757,0.790935549913904,0.773331829901218,0.782034636842118
